supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day.1,month,year,Category,Subcategory,Quantity,Unit Price,Discount,Order ID,Customer ID,Order Date,Sales,Profit,Country,Region,County,Branch
Naivas,2,2,525,525,0,mpesa,yes,no,no,yes,no,no,no,2017-06-23 00:00:00,no,23:17:00,night,chain,cbd,mid,Friday,weekday,yes,23,6,2017,beauty & cosmetics,Nail polish,9,42.73,0.13,ORD_4979,CUST_8760,2023-11-27 00:00:00,384.57,334.58,Kenya,Main Locations,Mombasa,Naivas Bombolulu
Naivas,1,1,60,60,0,cash,no,no,yes,no,no,no,no,2017-07-23 00:00:00,no,16:42:00,evening,chain,karasha,mid,Sunday,weekend,no,23,7,2017,food additives,Mustard,1,52.69,0.18,ORD_7281,CUST_4938,2023-04-26 00:00:00,52.69,43.21,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,94,100,6,cash,yes,no,no,no,no,no,no,2017-07-23 00:00:00,no,18:21:00,evening,chain,cbd,mid,Sunday,weekend,no,23,7,2017,vegetables,Squashes,2,40.73,0.14,ORD_9108,CUST_2408,2023-04-17 00:00:00,81.46,70.06,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,6,4,1433,2000,567,cash,yes,yes,yes,no,yes,no,no,2017-06-27 00:00:00,yes,10:36:00,morning,chain,junction,mid,Tuesday,weekday,no,27,6,2017,stationery,Folders,1,42.73,0.11,ORD_2999,CUST_3777,2023-11-02 00:00:00,42.73,38.03,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,36,100,64,cash,no,yes,no,no,no,no,no,2017-07-10 00:00:00,no,20:58:00,night,chain,cbd,mid,Friday,weekday,no,10,7,2017,beauty & cosmetics,Face wash,5,9.55,0.16,ORD_7647,CUST_9365,2023-04-19 00:00:00,47.75,40.11,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,4,2,1226,1226,0,card,yes,no,no,no,yes,no,no,2017-07-13 00:00:00,yes,08:27:00,morning,chain,junction,mid,Thursday,weekday,no,13,7,2017,stationery,Staplers,2,40.95,0.28,ORD_8625,CUST_4615,2023-11-21 00:00:00,81.9,58.97,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,28,28,0,cash,no,no,yes,no,no,no,no,2017-06-15 00:00:00,no,12:46:00,afternoon,chain,karen,high,Thursday,weekday,no,15,6,2017,beverage,Juices,7,94.58,0.24,ORD_1640,CUST_4533,2023-02-19 00:00:00,662.06,503.17,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,1,290,300,10,cash,no,yes,no,no,no,no,no,2017-09-27 00:00:00,no,16:30:00,evening,chain,ongata rongai,mid,Wednesday,weekday,no,27,9,2017,beauty & cosmetics,Shampoo,8,59.87,0.22,ORD_2842,CUST_8427,2023-12-27 00:00:00,478.96,373.59,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,16,5,2835,3000,165,cash,yes,yes,yes,yes,yes,no,no,2017-06-01 00:00:00,yes,13:05:00,afternoon,chain,greenspan,mid,Thursday,weekday,no,1,6,2017,snacks,Fruit snacks,8,50.07,0.06,ORD_6777,CUST_5702,2023-03-15 00:00:00,400.56,376.53,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,760,1000,240,cash,yes,no,no,no,no,no,no,2017-06-15 00:00:00,no,18:57:00,evening,chain,cbd,mid,Thursday,weekday,no,15,6,2017,stationery,Folders,9,20,0.22,ORD_8557,CUST_3987,2023-05-10 00:00:00,180,140.4,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,5,3,696,1000,304,cash,yes,no,yes,yes,no,no,no,2017-06-30 00:00:00,no,19:39:00,night,chain,cbd,mid,Friday,weekday,no,30,6,2017,vegetables,Mushrooms,3,6.3,0.12,ORD_6598,CUST_3531,2023-12-15 00:00:00,18.9,16.63,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,21,5,12475,12475,0,card,yes,yes,yes,yes,yes,no,no,2017-07-10 00:00:00,no,21:36:00,night,chain,cbd,mid,Monday,weekday,no,10,7,2017,snacks,Crackers,4,29.72,0.18,ORD_4268,CUST_2473,2023-11-11 00:00:00,118.88,97.48,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,8,2,1225,1250,25,cash,yes,no,no,no,no,yes,no,2017-09-22 00:00:00,no,17:02:00,evening,chain,ongata rongai,mid,Friday,weekday,no,22,9,2017,cleaning,Surface polish,7,21.82,0,ORD_3189,CUST_3055,2023-09-21 00:00:00,152.74,152.74,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,45,50,5,cash,no,yes,no,no,no,no,no,2017-06-24 00:00:00,no,18:17:00,evening,small,saika,mid,saturday,weekend,no,24,6,2017,fats and oils,Palm oil,1,48.74,0.25,ORD_3893,CUST_2728,2023-11-24 00:00:00,48.74,36.56,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,85,100,15,cash,no,yes,no,no,no,no,no,2017-05-29 00:00:00,no,11:36:00,morning,chain,cbd,mid,Monday,weekday,no,29,5,2017,cleaning,Air freshener,6,31.25,0.26,ORD_7645,CUST_4636,2023-12-10 00:00:00,187.5,138.75,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,22,5,3834,4000,166,cash,yes,yes,yes,yes,yes,no,no,2017-06-18 00:00:00,no,10:09:00,morning,chain,eastlands,mid,Sunday,weekend,no,18,6,2017,snacks,Fruit snacks,2,65.34,0.11,ORD_3841,CUST_4735,2023-02-06 00:00:00,130.68,116.31,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,2,180,200,20,cash,no,yes,yes,no,no,no,no,2017-07-05 00:00:00,no,19:11:00,night,chain,cbd,mid,Wednesday,weekday,yes,5,7,2017,vegetables,Mushrooms,3,30.31,0.01,ORD_5966,CUST_7945,2023-05-25 00:00:00,90.93,90.02,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,2017-06-19 00:00:00,no,14:25:00,afternoon,chain,cbd,mid,Monday,weekday,no,19,6,2017,beauty & cosmetics,Lipstick,9,89.25,0.29,ORD_7050,CUST_4681,2023-04-25 00:00:00,803.25,570.31,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,135,1000,865,cash,no,yes,no,no,no,no,no,2017-05-30 00:00:00,yes,18:14:00,evening,chain,junction,mid,Tuesday,weekday,no,30,5,2017,snacks,Nuts,4,10.88,0.26,ORD_4697,CUST_9617,2023-10-23 00:00:00,43.52,32.2,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,2,95,95,0,cash,no,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,yes,23,5,2017,food additives,Ginger powder,6,25.49,0.21,ORD_6424,CUST_8346,2023-07-27 00:00:00,152.94,120.82,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,4,2,293,500,207,cash,yes,no,no,yes,no,no,no,2017-05-24 00:00:00,no,20:00:00,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017,food additives,Curry powder,2,85.99,0.1,ORD_1301,CUST_5182,2023-06-08 00:00:00,171.98,154.78,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,58,100,42,cash,no,no,no,yes,no,no,no,2017-05-24 00:00:00,no,08:34:00,morning,chain,cbd,mid,Wednesday,weekday,no,24,5,2017,food additives,Soy sauce,3,15.48,0.16,ORD_1223,CUST_5996,2023-01-20 00:00:00,46.44,39.01,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,90,200,110,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,snacks,Popcorn,8,44.2,0.27,ORD_2672,CUST_6344,2023-09-21 00:00:00,353.6,258.13,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,4,3,250,500,250,cash,yes,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,05:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Olive oil,3,70.91,0.07,ORD_3645,CUST_8429,2023-01-27 00:00:00,212.73,197.84,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,1,105,500,395,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,06:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Palm oil,3,59.54,0.11,ORD_2320,CUST_8938,2023-10-24 00:00:00,178.62,158.97,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,1,299,500,201,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,13:23:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,food additives,Mustard,4,53.17,0.26,ORD_5540,CUST_6528,2023-11-25 00:00:00,212.68,157.38,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,20,20,0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,06:31:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Glass cleaner,4,86.96,0.04,ORD_7326,CUST_7427,2023-03-12 00:00:00,347.84,333.93,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,05:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Gourds,1,15.62,0.01,ORD_9201,CUST_4237,2023-12-17 00:00:00,15.62,15.46,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,30,200,170,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,All-purpose cleaner,2,47.26,0.11,ORD_3067,CUST_1269,2023-01-28 00:00:00,94.52,84.12,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,2,1,56,60,4,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Folders,8,85.68,0.3,ORD_2405,CUST_6820,2023-12-13 00:00:00,685.44,479.81,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,115,1000,885,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,07:18:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Mushrooms,5,18.55,0.12,ORD_1299,CUST_3476,2023-04-11 00:00:00,92.75,81.62,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,80,100,20,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,06:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Corn oil,8,75.5,0.15,ORD_4575,CUST_6609,2023-08-28 00:00:00,604,513.4,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,48,100,52,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,06:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Wine,8,6.6,0.27,ORD_9086,CUST_3708,2023-12-08 00:00:00,52.8,38.54,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:29:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Surface polish,1,82.94,0.03,ORD_9661,CUST_7578,2023-12-13 00:00:00,82.94,80.45,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,90,100,10,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,05:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Face wash,4,48.99,0.25,ORD_6502,CUST_2518,2023-07-04 00:00:00,195.96,146.97,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,52,500,448,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,08:28:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Spirits,2,21.29,0.25,ORD_4686,CUST_6055,2023-04-12 00:00:00,42.58,31.94,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,30,50,20,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:48:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Lipstick,7,83.8,0.11,ORD_6338,CUST_6057,2023-08-23 00:00:00,586.6,522.07,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,2,80,200,120,cash,yes,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:03:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,food additives,Curry powder,2,98.01,0.26,ORD_5867,CUST_1851,2023-05-20 00:00:00,196.02,145.05,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,280,300,20,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,05:49:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Envelopes,8,60.03,0.17,ORD_6716,CUST_1711,2023-09-12 00:00:00,480.24,398.6,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,25,50,25,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,10:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,All-purpose cleaner,2,91.81,0.11,ORD_2396,CUST_7191,2023-11-14 00:00:00,183.62,163.42,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,40,50,10,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:29:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Avocado oil,4,67.32,0.21,ORD_7800,CUST_7557,2023-05-07 00:00:00,269.28,212.73,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,73,100,27,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,08:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Paper clips,8,34.22,0.16,ORD_9034,CUST_7529,2023-08-11 00:00:00,273.76,229.96,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,35,1005,970,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:45:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Foundation,7,47.92,0.11,ORD_4181,CUST_5440,2023-03-07 00:00:00,335.44,298.54,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,65,100,35,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,05:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Juices,1,98.35,0.11,ORD_1334,CUST_7586,2023-11-04 00:00:00,98.35,87.53,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,70,70,0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,08:30:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Palm oil,1,27.84,0.17,ORD_6662,CUST_9277,2023-05-05 00:00:00,27.84,23.11,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,25,100,75,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Shampoo,7,7.98,0.09,ORD_9856,CUST_6345,2023-07-18 00:00:00,55.86,50.83,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,60,100,40,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,15:07:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Alliums,2,45.1,0.05,ORD_1310,CUST_4220,2023-09-18 00:00:00,90.2,85.69,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,2,2,285,500,115,cash,yes,yes,no,no,no,no,no,2017-05-23 00:00:00,no,06:09:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Folders,6,44.55,0.09,ORD_1159,CUST_3381,2023-02-08 00:00:00,267.3,243.24,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,2,170,200,30,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,08:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,snacks,Crackers,5,25.88,0.05,ORD_2994,CUST_5814,2023-08-01 00:00:00,129.4,122.93,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,38,100,62,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,07:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Glass cleaner,5,72.82,0,ORD_4124,CUST_3312,2023-02-22 00:00:00,364.1,364.1,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,100,100,0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,06:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Highlighters,2,43.8,0.02,ORD_1594,CUST_4139,2023-08-08 00:00:00,87.6,85.85,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,35,40,5,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,14:38:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Conditioner,3,27.71,0.01,ORD_1130,CUST_8287,2023-12-19 00:00:00,83.13,82.3,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,25,500,475,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,06:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Legumes,9,24,0.28,ORD_2414,CUST_5378,2023-10-11 00:00:00,216,155.52,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,225,400,175,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,yes,14:12:00,afternoon,chain,yaya,mid,Tuesday,weekday,no,23,5,2017,beverage,Tea,9,65.1,0.23,ORD_7394,CUST_3532,2023-04-08 00:00:00,585.9,451.14,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,4,4,343,500,57,cash,no,yes,yes,yes,no,yes,no,2017-10-16 00:00:00,no,14:13:00,afternoon,chain,ongata rongai,mid,Monday,weekday,no,16,10,2017,beverage,Juices,6,70.48,0.16,ORD_6412,CUST_4819,2023-06-20 00:00:00,422.88,355.22,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,55,100,45,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,21:27:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Root vegetables,1,24.96,0.17,ORD_2433,CUST_1922,2023-11-21 00:00:00,24.96,20.72,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,2,1,250,300,50,cash,yes,no,no,no,no,no,no,2017-05-21 00:00:00,no,12:00:00,midnight,chain,cbd,mid,Sunday,weekend,no,21,5,2017,cleaning,Floor cleaner,1,27.22,0.21,ORD_1819,CUST_9831,2023-11-22 00:00:00,27.22,21.5,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,3,1130,1130,0,mpesa,no,no,no,yes,yes,yes,no,2017-08-22 00:00:00,yes,18:50:00,evening,chain,junction,mid,Tuesday,weekday,no,22,8,2017,vegetables,Alliums,1,28.75,0.07,ORD_4311,CUST_1858,2023-02-03 00:00:00,28.75,26.74,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,92,500,408,cash,no,no,yes,no,no,no,no,2017-05-24 00:00:00,no,13:44:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,24,5,2017,stationery,Staplers,2,66.8,0.19,ORD_9095,CUST_3599,2023-04-12 00:00:00,133.6,108.22,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,7,4,434,1000,566,cash,yes,yes,yes,yes,no,no,no,2017-05-25 00:00:00,no,19:44:00,night,chain,cbd,mid,Tuesday,weekday,no,25,5,2017,vegetables,Leafy greens,6,46.74,0.24,ORD_9224,CUST_1236,2023-08-03 00:00:00,280.44,213.13,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,4,4,1359,1359,0,mpesa,yes,yes,yes,no,yes,no,no,2017-04-07 00:00:00,no,20:16:00,night,chain,cbd,mid,Friday,weekday,yes,7,4,2017,beverage,Wine,6,76.34,0.19,ORD_2205,CUST_1993,2023-02-15 00:00:00,458.04,371.01,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,2,166,200,34,cash,yes,no,no,yes,no,no,no,2017-05-17 00:00:00,yes,14:48:00,afternoon,chain,adlife,high,Wednesday,weekday,no,17,5,2017,cleaning,Disinfectant wipes,9,87.86,0.2,ORD_6894,CUST_7540,2023-12-09 00:00:00,790.74,632.59,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,65,100,35,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,14:22:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,food additives,Tomato sauce,3,80.76,0.02,ORD_6971,CUST_3536,2023-12-07 00:00:00,242.28,237.43,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,8,1,1105,2000,895,cash,no,no,no,yes,no,no,no,2017-06-10 00:00:00,no,11:32:00,morning,small,kangundo road,mid,saturday,weekend,no,10,6,2017,food additives,Baking powder,5,22.41,0.17,ORD_8115,CUST_3697,2023-11-11 00:00:00,112.05,93,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,20,50,30,cash,no,yes,no,no,no,no,no,2017-05-15 00:00:00,yes,14:30:00,afternoon,chain,junction,mid,Monday,weekday,no,15,5,2017,vegetables,Cruciferous vegetables,1,70.11,0.24,ORD_1293,CUST_5115,2023-09-07 00:00:00,70.11,53.28,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,3,3,388,388,0,card,no,yes,no,no,yes,yes,no,2017-05-29 00:00:00,yes,11:30:00,morning,chain,prestige,high,Monday,weekday,no,29,5,2017,beauty & cosmetics,Shampoo,7,30.67,0.1,ORD_6583,CUST_3289,2023-01-08 00:00:00,214.69,193.22,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,60,200,140,cash,yes,no,no,no,no,no,no,2017-05-24 00:00:00,yes,18:21:00,morning,chain,junction,mid,Wednesday,weekday,no,24,5,2017,snacks,Cookies,6,10.64,0.26,ORD_9985,CUST_6628,2023-06-14 00:00:00,63.84,47.24,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,2,129,1000,871,cash,yes,no,yes,no,no,no,no,2017-06-09 00:00:00,no,21:58:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,stationery,Staplers,8,92.9,0.21,ORD_8751,CUST_2683,2023-08-07 00:00:00,743.2,587.13,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,99,99,0,cash,no,no,yes,no,no,no,no,2017-06-09 00:00:00,no,20:10:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,cleaning,Glass cleaner,2,93.68,0.16,ORD_2067,CUST_2771,2023-04-25 00:00:00,187.36,157.38,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,4,3,208,250,42,cash,yes,yes,yes,no,no,no,no,2017-06-09 00:00:00,no,19:25:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,vegetables,Tubers,9,63.28,0.13,ORD_7042,CUST_4857,2023-10-25 00:00:00,569.52,495.48,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,105,150,45,cash,no,no,no,yes,no,no,no,2017-06-09 00:00:00,no,17:51:00,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017,stationery,Sticky notes,9,12.04,0.07,ORD_6636,CUST_5358,2023-05-04 00:00:00,108.36,100.77,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,90,100,10,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,16:58:00,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017,beauty & cosmetics,Shampoo,5,65.82,0.21,ORD_2789,CUST_4796,2023-06-17 00:00:00,329.1,259.99,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,1,1,35,40,5,cash,no,no,yes,no,no,no,no,2017-06-09 00:00:00,no,20:53:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,vegetables,Tubers,3,67.83,0.03,ORD_9549,CUST_6008,2023-03-27 00:00:00,203.49,197.39,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,1,1,90,100,10,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,16:58:00,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017,vegetables,Peppers,7,56.14,0.09,ORD_5101,CUST_9608,2023-06-04 00:00:00,392.98,357.61,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,2,330,1000,670,cash,no,no,no,yes,yes,no,no,2017-06-09 00:00:00,no,19:09:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,beverage,Coffee,1,5.95,0.23,ORD_8714,CUST_9463,2023-06-12 00:00:00,5.95,4.58,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,3,2,320,500,180,cash,no,yes,yes,no,no,no,no,2017-06-09 00:00:00,no,13:47:00,afternoon,chain,cbd,mid,Friday,weekday,no,9,6,2017,vegetables,Leafy greens,9,31.38,0.03,ORD_5659,CUST_1771,2023-01-23 00:00:00,282.42,273.95,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,1,107,150,43,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,22:00:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,cleaning,Disinfectant wipes,8,24.45,0.23,ORD_8873,CUST_8505,2023-04-05 00:00:00,195.6,150.61,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
Naivas,1,1,90,200,180,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,18:58:00,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017,snacks,Candy,1,30,0.04,ORD_8782,CUST_3501,2023-08-21 00:00:00,30,28.8,Kenya,Western Region,Kisumu,Naivas Mega City Foodmarket
Naivas,2,3,70,200,130,cash,no,yes,yes,no,yes,no,no,2017-06-09 00:00:00,no,14:17:00,afternoon,chain,cbd,mid,Friday,weekday,no,9,6,2017,food additives,Baking powder,2,46.59,0.15,ORD_6302,CUST_2853,2023-10-15 00:00:00,93.18,79.2,Kenya,Western Region,Kisumu,Naivas Kisumu CBD
Naivas,2,1,126,140,14,cash,yes,no,no,no,no,no,no,2017-06-09 00:00:00,no,19:04:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017,vegetables,Cruciferous vegetables,9,14.48,0.15,ORD_8765,CUST_6494,2023-09-12 00:00:00,130.32,110.77,Kenya,Western Region,Kisumu,Naivas Simba Foodmarket
